id,Name,Description,Status,Author,Folder,Run_status,last run,created at,updated at,Tags,Sub-Component,Component,Level,Comments,Step name,Step description,Step expected_results,Step position
284,Hide Article - Trending Articles - Slot 2-5,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:13,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Hide Article - Trending Articles - Slot 2-5,"1)Go to a community page
2)On the trending article: Click next the article in slot 2-6 on the context menu icon
3)Choose ""Hide Article""
4)Click ""Permanently Hide"" in the ""Are you sure"" popup","1)The article will disappear
2)The queue will move accordingly",1
285,Hide Article - More Articles,"",Ready,Lia Ismailov,,N/A,27-Mar-2019  15:13,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Hide Article - More Articles,"1)Go to a community
2)Scroll to more articles widget
3)Next to one of the article click the context menu icon
4)Choose hide article
5)Click ""Permanently Hide"" in the ""Are you sure"" popup","1)The article will be hidden
2)The articles will move up depends on the queue",1
286,Hide Item - Community Hub,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:14,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Hide Item - Community Hub,"1)Go to a community
2)Scroll to the community hub
3)Next to one of the items click the context menu icon
4)Choose hide
5)Click ""Permanently Hide"" in the ""Are you sure"" popup","1)The item will disappear from view
2)The item will move depends on the queue",1
287,Pin An Article,"",Ready,Lia Ismailov,,N/A,27-Mar-2019  15:15,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Pin An Article,"1)Go to a community
2)Go the trending articles
3)Hover ver an article
4)Click the context menu icon
5)Choose Pin Article
6)try to do this also from the ""More Stories"" section",1)The article will now appear in slot 1 and an icon that signifies pinned will appear on the top right corner,1
288,Pin Article - Pin a Second Article,"",Ready,Lia Ismailov,,N/A,27-Mar-2019  15:16,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Pin Article - Pin a Second Article,"1)Do:TC236
2)choose another article to pin",1)A message will appear that only one article can be pinned and you have to unpin the article to pin another,1
289,Unpin an Article,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:17,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Unpin an Article,"Pre condition:Pin an article
1)Go to a community page
2)In the trending article click the context menu to a pinned article
3)Choose unpin article","1)The pin icon will disappear from the article
2)If the article is old it will disppear
3)Success Message ""[Item type] has been successfully Unpinned"" will be displayed",1
290,Pin an Item,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:17,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Pin an Item,"1)Go to a community
2)Go the community hub
3)Hover over an item
4)Click the context menu icon
5)Choose Pin item","1)The item will now item in item view
2)The item will have a pin icon on the top left
3)Success Message ""[Item type] has been successfully Unpinned"" will be displayed",1
291,Pin Item - Pin a second Item,"",Ready,Lia Ismailov,,N/A,27-Mar-2019  15:17,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Pin Item - Pin a second Item,"1)Do:TC237
2)choose another item to pin",1)A message will appear that only one item can be pinned and you have to unpin the item to pin another,1
292,Unpin an Item,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:18,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Unpin an Item,"Pre condition:Pin an item
1)Go to a community page
2)In the community hub click the context menu to a pinned item
3)Choose unpin article","1)The pin icon will disappear from the item
2)The item no longer be the default item view
3)Success Message ""[Item type] has been successfully pinned"" will be displayed",1
293,Welcome Message - Non Follower - Click follow from message,"",Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:45,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Welcome message,Community,Sanity,"",Welcome Message - Non Follower - Click follow from message,"1)Go to a community you are not following
2)The welcome message will appear in the sidebar with a button ""follow topic""
3)Click ""follow topic"" on the welcome message","1)You will become a member and the welcome message will disappear
2)viewed welcome message event will be sent
3)Follow from welcome message event will be sent
4)hovered event also be visible",1
294,Welcome Message - Non Follower - Click follow from header,"",Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:45,17-Mar-2019  12:02,29-Apr-2019  14:10,"","",Community,Sanity,"",Welcome Message - Non Follower - Click follow from header,"1)Go to a community you are not following
2) Click follow from the header
3)  log in","1)You will become a member and the welcome message will disappear
2)viewed welcome message event will be sent
3)Follow from header event will be sent",1
295,Welcome Message - Follower,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:21,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Welcome message,Community,,"",Welcome Message - Follower,1)Go to a community you are following,"1)A welcome message will not appear because you are already following the community
2)viewed event
3)hovered event",1
296,Welcome message - Guest,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:25,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Welcome message,Community,,"",Welcome message - Guest,"1)Go to a community as  guest
2)Click follow topic from the welcome message
3)Sign up modal should be displayed
3)Conduct and finish the registration flow","1)A pop up message will appear to force registration on the user
2)After signing up the user will be returned to the community page as a follower and the welcome message will no longer appear
3)viewed event
4)hovered event",1
297,Welcome Message - Non Registered - Click follow from header,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:26,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Welcome message,Community,,"",Welcome Message - Non Registered - Click follow from header,"1)Go to a community you are not following
2)Click follow from the header
3)Sign up modal should be displayed
4)Conduct the registration flow","1)After registration completed - Viewer is following
2)The Welcome message will disappear and you will appear a follower in the header
3)viewed event
4)hovered event",1
298,Welcome message - Exit the widget,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:35,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Welcome message,Community,,"",Welcome message - Exit the widget,"1)Go to a community you are not following
2)The welcome message will appear in the sidebar with a button ""follow topic""
3)Click on the ""X"" to close the welcome message","1)The welcome message will disappear 
2)These BI events will appear:
-exit-button-clicked
-hovered
-viewed",1
299,About - Short,"",Ready,Lia Ismailov,,N/A,30-Apr-2019  08:46,17-Mar-2019  12:02,05-Apr-2019  07:40,"",About,Community,Sanity,"",About - Short,1)Go to a community with a short description,"1)The description will be in full view and it will not have the view more option
2)viewed event will be fired",1
300,About - Long,"",Ready,Lia Ismailov,,NO RUN,"",17-Mar-2019  12:02,05-Apr-2019  07:40,"",About,Community,,"",About - Long,"1)Go to a community with long description
2)Click read more
3)Click read less","1)A long description will be fade out at the end with a button ""read more""
2)After clicking read more the about section expands
3)viewed event will be fired
4)clicked event will be fired
5)The expand will close
6)The BI event: view less click will be fired",1
301,About - Mobile,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  14:00,17-Mar-2019  12:02,05-Apr-2019  07:40,"",About,Community,,"",About - Mobile,"1)Go to a community with a description on mobile
2)On the about section click ""read more""","1)The about section will appear with the read more button
2)After clicking read more the about will open in a new page with an option to go back",1
302,about - Host Panel,"",Ready,Lia Ismailov,,NO RUN,27-Mar-2019  14:03,17-Mar-2019  12:02,05-Apr-2019  07:40,"",About,Community,,"",about - Host Panel,"1)Go to a host panel of CP v2 enabled spot
2)Click edit topic page
3)Go to about section and enter text
4)Use all text styles (see attached)
5)Click ""Save and Publish""",1) Refresh the CP page and see if the new text is displayed,1
303,Related Topics - header,Testing if Clicking on the header opens the modal,Ready,Lia Ismailov,,N/A,27-Mar-2019  14:21,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Related Topics,Community,,"",Related Topics - header,"1)Go to:https://staging-spoxy.socialconv.com/v2/spot/sp_3kHMnVx6/topic/top_y7UTesAUX83m
2)Click on the Related Topics's widget header","1)A pixel that you clicked on the header will be sent
2)The Related Topics modal will open - all the sRelated Topics will be present in the modal.
3)These BI events will be sent:
-view-all-clicked
-hovered
-viewed",1
304,Related Topics - view all,"Testing if Clicking on the ""view all"" opens the modal",Ready,Lia Ismailov,,N/A,27-Mar-2019  14:21,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Related Topics,Community,,"",Related Topics - view all,"1)Go to:https://staging-spoxy.socialconv.com/v2/spot/sp_3kHMnVx6/topic/top_y7UTesAUX83m
2)Click on the Related Topics' widget the ""view all""","1)A pixel that you clicked on the view all will be sent
2)The Related Topics modal will open - all the Related Topics will be present in the modal.
3)These BI events will be sent:
-view-all-clicked
-hovered
-viewed",1
305,Related Topics - browse all,"Testing if Clicking on the ""Related Topics"" button opens the modal",Ready,Lia Ismailov,,N/A,27-Mar-2019  14:21,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Related Topics,Community,,"",Related Topics - browse all,"1)Go to:https://staging-spoxy.socialconv.com/v2/spot/sp_3kHMnVx6/topic/top_y7UTesAUX83m
2)Click on the Related Topics's widget ""browse communities"" button","1)A pixel that you clicked on the ""Related Topics"" button will be sent
2)The Related Topics modal will open - all the Related Topics will be present in the modal.
3)These BI events will be sent:
-view-all-clicked
-hovered
-viewed",1
306,Related Topics - view community,Testing if clicking on a community from the widget redirects you to the community,Ready,Lia Ismailov,,N/A,30-Apr-2019  08:46,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Related Topics,Community,Sanity,"",Related Topics - view community,"1)Go to:https://staging-spoxy.socialconv.com/v2/spot/sp_3kHMnVx6/topic/top_y7UTesAUX83m
2)Click on one of the Related Topics","1)A pixel will be sent that you clicked on a community
2)You will be redirected to the community you chose
3)These BI events will be sent:
-clicked
-hovered
-viewed",1
307,Suggested Communities - Zero State,"",Ready,Lia Ismailov,,N/A,27-Mar-2019  14:22,17-Mar-2019  12:02,05-Apr-2019  07:40,"",Related Topics,Community,,"",Suggested Communities - Zero State,"1)In this use case, there are no communities","1)The ""Suggested Communities"" is hidden",1
313,Community Page interactions,There is a range of possible actions on a Community page. In order to add a visual aid that allows to understand how this actions are being performed across different spots we log every interaction and display it on Grafana,Ready,Lia Ismailov,,N/A,27-Mar-2019  14:22,17-Mar-2019  13:47,05-Apr-2019  07:40,"",Grafana,Community,,"",Community Page interactions,"- Visit any community page of your choice
- Care along with any type of actions such as liking conversations/comments, adding comments/replies, adding an FAQ...",Visit the Grafana page and see that the actions you just executed are reflected in the graph,1
315,Headers - soap hub,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  14:23,17-Mar-2019  15:17,05-Apr-2019  07:40,"",Headers ,Community,,"",Headers - soap hub,"pre step: Make sure you have configured soap hub header to these spots:sp_aKCoH5o4,sp_8RVxgrSY.
1)Go to: https://staging-cpv2.socialconv.com/sp_aKCoH5o4/gossip
2)Go to: https://community-spoxy.staging-spot.im/sp_8RVxgrSY/young","Both of the community ages will have the soap hub header

Photo of soap hub header is attached",1
316,Headers - game rant,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  14:24,17-Mar-2019  15:17,05-Apr-2019  07:40,"",Headers ,Community,,"",Headers - game rant,"pre step: Make sure you have configured game rant header to this spot:sp_qt26S74v.
1)Go to: https://staging-cpv2.socialconv.com/sp_qt26S74v/reviews","The game rant header will appear

Photo of game rant header is attached",1
317,Headers - default,"",Ready,Lia Ismailov,,PASSED,30-Apr-2019  15:28,17-Mar-2019  15:17,04-Apr-2019  07:55,"",Headers,Community,,"",Headers - default,"pre step: Do not configure any header to this spot:sp_fZel4bT6
1)Go to: https://staging-cpv2.socialconv.com/sp_fZel4bT6/default",1)The default header will appear,1
318,Header Sanity - Header Loading,"Android/iOS
Desktop",Ready,Lia Ismailov,,PASSED,30-Apr-2019  15:28,17-Mar-2019  15:17,04-Apr-2019  07:54,"",Headers,Community,,"",Header Sanity - Header Loading,1. Navigate to a relevant community page containing the affected header.,The header is displayed as designed,1
319,Header Sanity - Header clickable,"",Ready,Lia Ismailov,,PASSED,30-Apr-2019  15:29,17-Mar-2019  15:17,04-Apr-2019  07:54,"",Headers,Community,,"",Header Sanity - Header clickable,"1)Navigate to a relevant community page containing the affected header.
2)Click on the tabs
3)Click on the social media buttons","1)The header will act as designed
2)The header will act the same way it would have on the website",1
